Galaxy Type,Rotation Curve Shape,Environment,Redshift,Baryonic Mass (Msun),Surface Brightness (mag/arcsec^2),Velocity Dispersion (km/s),HI Line Width (km/s),Outer Curve Slope,Mass-to-Light Ratio,Halo Concentration,Lensing Shear |gamma|,Gas Fraction,Stellar Age (Gyr),Metallicity [Fe/H],Environment Density,TF Residual (mag),Dark Matter Detected
Dwarf,Flat,Cluster,0.0639,47182064448.70195,22.334231277595386,116.85422926510516,179.3228176365452,0.0009699704961971,5.8172789545358174,11.532413451186498,0.0073046019884963,0.3476015114747826,5.017421099957828,-0.4776776904589762,1.0511836986023906,-0.1359467239425757,0
Spiral,Declining,Field,0.1039,6067712225.017254,21.63237967402004,119.63518189894896,254.1188777105549,-0.28638408771683,14.36502495519782,9.647530256388954,0.0571326668494328,0.3434633240491448,3.3260815314064387,-0.190006354974618,0.171842798513818,-0.0858849977431858,1
Spiral,Flat,Field,0.126,2823623635.665872,24.290526157306548,104.56867760316942,123.73119353860648,-0.0501308032560996,11.009617608853253,13.829447226502632,0.0099980486431796,0.5810932580063337,2.840587604151425,-0.0980578431539202,0.0903842719694036,-0.0793387588718616,0
Spiral,Rising,Group,0.0099,44511506184.70623,22.0463520491248,227.8300713119566,270.27821792698484,-0.0171309400739427,10.46581160332603,12.518776927466398,0.0210991860899217,0.2649447515581501,12.66989470493038,-0.3890494312004873,0.5166591214497562,-0.1608077658560517,1
Spiral,Declining,Cluster,0.1409,155095571591.46933,20.5224832648038,103.49074162209804,199.46285961366675,-0.0946966159487929,9.728867575154633,9.358364709000618,0.0218986370341275,0.0765036020876874,8.462147970332648,0.275470957967856,0.94331689047019,0.1523493425078494,1
Elliptical,Flat,Group,0.0073,8279936031.621093,22.53091734027056,137.9906063747119,197.1192588948963,0.1698490433400515,4.990047828914946,11.875304530342362,0.0038421743640498,0.2018056102427501,5.922466756313934,0.0374881568658249,0.4205897895310606,-0.1453578714284696,0
Lenticular,Flat,Group,0.1473,280997230212.0558,22.57803078725436,89.34795519122864,158.41914053210883,-0.1617503419613689,11.83259057522082,14.834483712970467,0.0121094688418532,0.3157469659716133,2.8421555217344774,-0.0366903976620744,0.5185354380832196,-0.1048374506110007,0
Lenticular,Rising,Void,0.096,24931784014.367157,20.94418458278586,141.10991967997617,126.3289921691952,0.2104698725839872,5.470602025964752,14.901211501957569,0.0260714976897388,0.0749963754877548,0.5,0.1035785179842615,0.1158978188695806,0.1883111565729963,0
Irregular,Rising,Cluster,0.0075,2634227220.4293904,19.870406013937988,154.8315038740774,99.99968385107654,-0.0056931536138209,8.849860394451937,6.9300002979437565,0.0212858341286192,0.1868422806187455,10.573181375742116,-0.2881585022220947,0.9890534123227436,-0.0855874052780475,0
Lenticular,Rising,Field,0.0597,4164470803.3781214,22.2504492677172,96.48143853015608,154.23339986301283,0.012987090691861,3.081830283606293,7.683667222107124,0.014506164580119,0.3947435984651099,6.135858812830495,-0.0306539793809097,0.2592569664360089,-0.0282214027707144,0
Spiral,Declining,Group,0.0395,60950121358.72729,21.588921247471003,117.81192739125868,235.26039323614117,0.0198318483983041,1.8774234480574408,13.712296966834629,0.0114951283324309,0.3835731379217689,7.5275361716786495,-0.1019176927532549,0.5332067329277789,-0.1518043501374803,0
Irregular,Declining,Field,0.12,29159765050.918503,19.376829871567423,84.18880920436507,142.3232946617203,-0.0911222750183861,8.954873607959344,7.354297372905907,0.0353123249217033,0.69959907641737,6.007296139939447,0.143846613075869,0.1313405021738948,0.1249426811434026,1
Irregular,Flat,Void,0.0346,138391839787.32675,21.85632939858686,74.22384751800433,107.09310885654143,-0.1338701651971623,5.572702198415276,6.693647166770802,0.028823343909694,0.2228825825110894,8.84340869652005,-0.0978961043371433,0.0222938758016111,0.1270104366286597,0
Spiral,Declining,Void,0.1241,6323210163.838925,20.608209942770312,161.47181730000824,145.4560813497328,-0.1055415956575851,2.03249728610818,8.784514673252383,0.038270500277378,0.3410492305439294,4.809455182849392,-0.8142225421682941,0.103963410898299,0.110841885618517,1
Irregular,Flat,Group,0.0475,28790380131.050243,19.378157141392528,97.83996216465408,176.9100009497411,-0.2664950507660064,9.621828508841226,11.050566773686464,0.0052152899386506,0.2952388167082104,6.886331398804374,-0.3336121454653124,0.471886858145025,0.0806294742290915,0
Irregular,Declining,Group,0.1484,25315151494.33977,21.007037119256378,23.4555068596772,179.26992664025883,0.0071776779700493,14.360242313152368,9.74400823347226,0.0392139430291858,0.6146023672635292,6.822149458305283,-0.4749368047593936,0.5409553337240295,0.0110383666529215,1
Dwarf,Rising,Cluster,0.0413,21305549437.535946,23.29608622788961,190.6142462597449,192.2664255054341,-0.3852775045559672,12.168680775740183,8.37359094898602,0.0193339092756622,0.6771554706300419,3.519107815914716,0.081799114691078,0.979492536547659,-0.0786565000406976,1
Irregular,Declining,Field,0.1031,16169492367.40042,23.19128610012328,87.91618707749575,261.9563807631127,0.0832029374505176,7.2280463442029825,8.314468845688728,0.043883337514084,0.2859604622402146,3.8308878138225153,0.2536445304177726,0.2360627631553078,-0.1222453959999031,1
Irregular,Flat,Void,0.1202,16544372975.268171,22.825452942810315,110.14507825007875,274.95526628548936,0.0922892926657897,8.026535920090836,8.219157338968229,0.0200495665112566,0.1075540060313833,5.091294281145947,-0.6375957897337995,0.0714552238749962,0.1934858290142505,0
Elliptical,Declining,Void,0.0333,30713047550.86873,21.87692604612897,185.6362602197726,320.32775032335934,0.1902152191243073,10.66311877035174,7.801225928352643,0.0107121323907147,0.1621158385240251,10.962998234605417,-0.1526354415478912,0.0375853924501032,0.1147206407589884,1
Irregular,Rising,Field,0.0123,35586929168.5889,22.33411608469714,114.3303162324944,102.5055609980859,0.4073115670583257,11.36638405950472,15.704082193190152,0.0327388185696071,0.5476820718890547,10.165270056586522,-0.4462334450147537,0.2346527503585201,-0.1039956340800636,0
Spiral,Declining,Cluster,0.0831,33595911229.39493,21.6381024140692,113.46653591192546,148.64696477981994,0.0903656439488799,6.969392843522904,10.743777677963887,0.0133472948303803,0.2518884078424522,7.347212101006725,-0.0458897251578625,0.892006321844793,0.0059747652334701,0
Irregular,Rising,Field,0.1019,100691718837.0142,19.952928843299745,70.87307821797867,241.90910942358525,-0.0141107550057772,8.102533147173723,12.216897636011849,0.0143565558294727,0.3577256337660044,5.736854952888768,-0.3389743514220941,0.1457164669370782,-0.0450172639477519,1
Elliptical,Flat,Cluster,0.1228,6300292952.584591,20.232297341606596,54.606652014897335,172.75812706849848,0.3258933578093132,8.90184442029361,8.777306329702691,0.0017964464660465,0.3437934076964477,11.929926104537673,0.033629038953055,0.9768185896896396,-0.1692316058558625,0
Elliptical,Declining,Cluster,0.0416,3120026140.9783163,20.64994670421921,113.34454941615486,251.64718819095395,-0.2290899889766671,9.661628960836495,9.53510830703488,0.0443329924850906,0.3354415718841619,10.528803018836108,-0.2442983852791209,1.058635117736906,0.0266477064931953,1
Elliptical,Flat,Field,0.131,80999535278.73009,23.46190270729086,134.5123909629958,212.42680580688963,-0.2854055449263071,7.600770673966199,8.216115046574112,0.0121834823929572,0.5260418072161577,9.931890013545168,0.2075792674302272,0.1276912991604185,-0.0623238996358793,0
Lenticular,Flat,Void,0.1374,8476908190.633297,23.007367023568623,132.2210163284309,294.75225260220793,0.2778695912763266,7.639744264793768,3.370729162701995,0.0436255366236878,0.3219200914773504,10.547725828048064,-0.5198175565958936,0.0482655498893591,-0.1428804999443528,1
Dwarf,Declining,Group,0.1171,16227891326.315544,19.98817141134245,100.74955678123138,262.5629668359612,0.0402337274911057,12.139496989263163,6.554976807880335,0.0135313525761072,0.3875869882358146,5.33080593691574,0.2257713430483405,0.5158716268815635,-0.2218698831212643,0
Lenticular,Declining,Group,0.0021,12415098800.4651,21.57474756158268,120.81031197387767,263.6609975935389,-0.3313726334919713,11.628562107328658,5.473453300049013,0.0060838219677608,0.2688298697294879,6.785824001307821,0.2760856670665637,0.5123771201419633,-0.2345705250308506,0
Elliptical,Declining,Group,0.014,12112780267.554598,20.93635000014618,46.51160018688131,175.28770347837826,-0.2533038802917461,9.432231720308264,4.375540555120981,0.0397929376104472,0.0492540929737664,8.06513126217766,0.5,0.4950706325509851,-0.0557139191541959,0
Elliptical,Rising,Void,0.1497,4686708914.55247,21.282859244979043,138.40668082781914,194.1523492419037,0.1626927546651299,13.157327210068786,7.011602564254743,0.0188999787649965,0.1852148929019908,13.5,0.2515973935140333,0.0189708056521341,-0.0127642455637373,0
Spiral,Declining,Void,0.1104,13038757437.307917,20.749540053466884,126.45623379080185,181.68479254595863,-0.1804947257796009,6.840662713320749,13.312389198454078,0.0190464198896726,0.268922877877494,3.265810489752312,0.2892478914875998,0.0376664719400652,-0.1312951215243474,0
Dwarf,Flat,Void,0.0944,53047577522.16613,23.46796827192879,198.9464357673143,109.64647138100558,-0.108922334385326,12.868920345888142,9.888909580739114,0.0007756108957532,0.3323788370501574,5.784343544959693,-0.1768035237401709,0.0987382652726171,0.0976109141485841,0
Spiral,Flat,Group,0.1353,25005427294.11261,21.47353084837691,120.29918585716187,288.30615532973195,0.2949633650730096,9.627546330606652,13.226409405802936,0.0131356496795561,0.0212669613217876,8.947495730259428,-0.3511198353352848,0.4655848056520578,-0.0098319812674443,1
Lenticular,Declining,Cluster,0.0069,44900746789.6593,21.802619526441784,82.29322591415684,244.72323853059277,0.2722291172845549,17.81307836664377,11.027456442252188,0.0264304373544649,0.5144645894507561,4.402044715750384,-0.1930648731030528,0.8920329499689466,0.0865327965897975,1
Dwarf,Flat,Cluster,0.1138,14189235646.581335,21.813961488586653,117.97107463644724,179.29837255514374,0.0220143605787647,4.422554219652566,11.9563970642879,0.0005123000936172,0.345793929950028,9.60364711975127,-0.2939880242876211,1.0233086952492807,-0.0274366185281561,0
Irregular,Declining,Field,0.0985,71026922123.97447,20.06112175505457,106.88800799936652,278.2755504475984,-0.0725740231639082,5.931964243347975,7.747757511738563,0.0119136845874227,0.2393150065722677,0.5,0.1880550968069796,0.2747920455755065,-0.1180676452810658,1
Dwarf,Flat,Void,0.1274,13990043418.144491,21.651975176976737,137.3883147508159,162.17794119517066,0.1353682767994948,9.256393484601643,11.309877385481675,0.0136933034388881,0.2769536425702099,2.7241994676057497,-0.4016485294363037,0.0,0.017117635670792,0
Lenticular,Rising,Void,0.1169,2216773646.101581,22.987243550501574,121.07568246900745,89.71193189268347,-0.0042409932462176,9.191702158936977,11.821785585185864,0.0209966120707099,0.1366944826246896,5.717436769453242,0.0386496569661192,0.1180375405234223,-0.1894011768027483,0
Spiral,Declining,Void,0.0733,36166950891.45119,23.561767379672983,69.60213195789424,260.44218517361685,-0.3845787751065294,13.850416952525055,8.558381769415767,0.0421933946845739,0.4138790754146387,13.22892154381346,-0.1831640014145133,0.0760333666029114,0.0809157780954971,1
Dwarf,Flat,Group,0.0116,60770440518.61456,19.89305904519278,54.57026847223922,123.28638601304016,-0.4142294314937907,5.994875950101399,11.398850926540415,0.0155007030052552,0.2485652333728532,6.436406337021196,-0.5031000654183349,0.4421817352198476,-0.14057238097697,0
Lenticular,Flat,Field,0.1365,13194121948.514812,19.37395826765578,130.51632810532064,188.253472062561,-0.0110397506063072,10.714755556081652,11.415469396437082,0.0096424900638115,0.3338645251901493,6.5003072184636,-0.4678848579947315,0.1648135009770244,0.1377348789800173,1
Irregular,Rising,Field,0.1148,99908659898.82916,21.58698841205813,175.32458164276954,212.3673824470256,0.2122817886299042,11.487389014045988,8.626118447174793,0.06119555948037,0.6576503885574726,9.443174064927948,0.0106745847727709,0.1626231795009801,-0.0507683619362872,1
Dwarf,Rising,Cluster,0.0541,9433088439.092268,23.05286260602905,123.17391536206875,223.1279206843257,0.0823999931880025,10.113943496661944,7.193078919322513,0.0135022196971485,0.2726041912319558,3.740943639182408,-0.5230418240269399,1.0084515230796045,0.1593800274464875,1
Irregular,Declining,Void,0.1476,54370509961.65808,22.003435035997164,152.53189415680828,250.90406337222777,0.0714941152681976,5.11701097422704,7.03967917025432,0.017140127582462,0.4286740973397283,0.5,-0.4212217082683008,0.040935888637862,-0.1683934782882473,0
Spiral,Rising,Cluster,0.0474,187235403552.7085,22.45241450651173,160.512366168144,234.8510855760507,0.2164750377010494,12.223276415762594,10.216263854803657,0.0146323044621345,0.6258341280250633,12.201555246102323,-0.2482298774157543,1.0552784088644551,-0.101665455109323,1
Lenticular,Rising,Cluster,0.0562,26203873378.765163,19.59565137073087,130.67167383178673,232.9935515937216,0.2879061001561825,11.68797479394624,10.817524671973286,0.0158484634833555,0.3334098906960716,8.813974912198587,-0.0286777282754066,1.0424685986993922,0.0571402420272855,1
Elliptical,Flat,Void,0.1462,19353452771.19872,20.699217522022007,87.42034048554368,152.5548930766105,0.0279396826133051,9.798753559371132,8.018685423855214,0.0211663229452394,0.5576496802732928,8.66417684175312,0.2670246695265798,0.0,0.1755745640140132,0
Elliptical,Declining,Void,0.1005,22241504552.64331,18.425442771889937,127.81232340182255,217.65461343605944,-0.0086187030541506,8.613043061626863,10.066463353315246,0.0338119471638991,0.2341046883111001,10.172074660453132,0.0538856651039471,0.0,0.2499913362472383,1
Lenticular,Rising,Void,0.132,163737325940.74234,21.30051673105566,168.28291550401923,109.66700179699365,0.074480071208628,8.678324030133114,11.426342590346213,0.026059815849101,0.3452199388930245,9.156407845253632,0.1670459113320662,0.0807138743211748,0.0062049245521309,1
Spiral,Flat,Group,0.1333,39938457437.8997,18.47009278281942,141.19562198399657,293.7282619071698,-0.0387604310473803,7.763792623281867,11.545476786663253,0.0361564334504963,0.3723380641811772,5.612202898898192,0.2725627673305574,0.474228343744096,0.2756618446180133,1
Irregular,Flat,Cluster,0.0809,296552328628.7983,23.365726382576668,149.92981371314625,115.84611057090656,-0.235804494170665,9.922355402757926,13.879700300306222,0.0356604301191115,0.2828134644988602,7.434658570733177,-0.1716874685674527,0.991256211000052,-0.0434496824738145,1
Irregular,Declining,Group,0.0408,34643813659.49382,23.67675005507251,101.49815033232696,179.2136096746193,0.1257976134791277,8.093404558834933,13.192452080495109,0.0231282815842381,0.4994642237128127,12.10600938012008,0.1434341257784478,0.5273279193711804,0.1648151433544459,1
Elliptical,Rising,Cluster,0.1273,11833185428.318811,21.69690088888647,111.90584961018072,120.86754565839298,0.0224359643265443,5.454425073942076,7.49677141810864,0.0256446795509566,0.4606674660791056,7.2693423157255745,-0.0668481782086628,1.0429236422756385,-0.1413271495438957,0
Dwarf,Declining,Field,0.0758,12830587194.088438,19.382397649250898,115.25090756398532,156.1900228480609,-0.1161572488083028,4.854225065517224,14.208965523845055,0.0366310501440293,0.1749328291279922,7.551635285857587,-0.7250891155776877,0.1383307739009541,0.0630300760294881,1
Irregular,Rising,Field,0.0851,26965199190.50498,22.025997715478447,117.94647989852815,200.80570492592307,-0.0012426916398992,5.743891239043124,8.672558738610713,0.0033318510799627,0.5316259840202734,2.3339486757352823,-0.3361934746194951,0.0889195320088637,-0.3512539561284668,0
Elliptical,Flat,Field,0.0817,2395182952.815639,24.10278558184532,166.71833264049434,168.27451408903988,-0.2010581746397075,8.666396727648355,12.612182031136069,0.0574731680335745,0.1490952606279443,13.5,-0.116140396608401,0.1943426713915553,-0.1682386517479685,1
Elliptical,Declining,Cluster,0.0024,14538013963.042244,22.166029699561697,26.11305086647332,268.6547754887373,-0.0628314809063411,7.919132490694378,10.169966565127725,0.0123112230420858,0.6247707429615357,11.879318359504715,-0.0094361490482858,0.95725790863966,0.0700015197121147,0
Elliptical,Declining,Void,0.0078,14914238471.674412,23.15897758668729,121.22153218327352,213.61406095776775,0.0274637502937645,8.646031379866248,8.96962655385758,0.0147355261764653,0.5989026475901964,7.939517793664529,0.5,0.053312521668136,-0.1968658278300785,0
Dwarf,Flat,Cluster,0.0928,33105097989.45328,20.820768563625293,116.82014497220584,172.22541624628442,-0.1057931270041786,9.502439400638334,5.480757850562668,0.0018214853798935,0.2020508403164459,2.498281750066516,-0.5309018093442457,0.9955694388729192,0.0640424416183776,0
Irregular,Flat,Cluster,0.1194,234914113762.6258,20.28030593303326,65.13995434223403,191.9850842015572,0.1556401660105323,6.118037222249363,9.571088724459129,0.002267737880684,0.1328443666046977,5.94941775532587,-0.1941110699043156,0.9512294669990542,0.1359687181218545,0
Dwarf,Declining,Cluster,0.0691,26755202615.285957,21.40079318717229,146.87068866349858,273.18202742335615,-0.1052617036448312,12.396980505036044,6.1015419117359775,0.034610511033346,0.2067043529471633,7.556883076207551,-0.3615974420381781,1.1043431665298886,-0.0751980289077417,1
Dwarf,Declining,Void,0.0294,2745809836.151272,18.80261250308298,91.01999232220302,254.532252997068,-0.2798981272225427,7.196867518857577,12.41824808960693,0.0540528991646337,0.3658103136400167,9.475293343516556,-0.7301735932037889,0.0508500657687793,-0.1453429433511297,1
Lenticular,Rising,Cluster,0.0616,8770940705.893864,24.66972398583952,105.71869402587362,131.67374635907532,0.2860547563617007,6.699719045655473,13.79198164284812,0.0114913983378747,0.112433137589543,3.719165944990925,-0.063522341576201,0.9713122422653716,-0.0711279923782108,0
Lenticular,Rising,Cluster,0.1155,33973784755.115093,21.69551006507269,193.95127631016172,159.16089715162371,0.1097694012893622,9.447158711997355,8.007722526758274,0.0252097479219127,0.1771977601279072,4.526137128975853,0.0641769317966142,1.0050716885071893,-0.1448718478776278,0
Dwarf,Rising,Group,0.0172,27957438604.07846,22.71348213611381,160.39894598156224,228.48738912106228,0.2094924818456536,2.4904693928747816,10.754926856298178,0.0233024989356824,0.4686010398456214,4.508884801520566,-0.0293511653705149,0.5264939258146761,-0.0151820337023876,0
Elliptical,Declining,Void,0.0845,163015072384.1255,20.85388806024531,142.97947756580464,221.2019951616224,0.0830289481015458,5.628396650831242,8.186521194980061,0.0350036684362513,0.1759188454426447,7.674444155153517,0.4284627143623155,0.0183730563561601,0.0153135937332122,1
Dwarf,Rising,Group,0.1056,75864508615.67319,19.3396790821984,135.23107738577616,136.97710751607423,-0.0619164713727383,10.9432183960755,8.428788174658026,0.0532807169677609,0.239787174262172,4.456340263937859,-0.309223057059282,0.6160128064142689,-0.0459015184645213,1
Lenticular,Rising,Void,0.063,73292196431.2936,23.496140762953225,113.4127991021863,244.94759535839745,0.0017129343910902,2.7877342128136675,11.936236759663428,0.0428146012697237,0.4415563854749533,3.1644841141257563,-0.1558410878652855,0.0,0.2511538860280232,1
Elliptical,Rising,Void,0.0906,19562909864.065685,19.92625960621272,199.9750906148041,146.54755158881625,0.2351429112885289,11.352722590799468,9.90365434539147,0.0164201107852887,0.2101706159888708,11.25141912034017,0.058615580174566,0.0,-0.1079105729530462,1
Irregular,Declining,Void,0.1326,89034949821.4456,21.98837426899694,152.08670525760957,278.2296064313805,0.2252826272830785,12.533409699077405,14.349120104827527,0.0279315145356445,0.4386032498943154,4.551183907629801,0.0018792641312394,0.0,0.2087149768882968,1
Lenticular,Rising,Group,0.0327,8954440126.309803,22.120318735847235,90.01800344138991,231.7669493749773,0.0894929748019442,6.891633986528755,8.794418803242698,0.0294208676411334,0.2416046843578085,6.032421554605611,-0.1116560889376975,0.5001945597897898,-0.156185885446817,1
Irregular,Rising,Group,0.0211,76585606263.08388,21.60353182515044,63.99590887129384,132.0845329612567,-0.0140784816177535,8.87543830227893,12.498340831186225,0.0196986405324857,0.4312651081287543,6.9129126862179415,-0.1226837221916905,0.5236477426261127,0.0109166354912323,1
Spiral,Flat,Void,0.0101,18146402868.341618,20.40158206934492,142.67352007957078,168.2553979121953,0.252350422221596,11.35726125455308,10.243533532394457,0.003560957997549,0.0459557011883095,1.8617833788636131,-0.3336327682269477,0.0334771053246482,0.1774658112822104,0
Elliptical,Flat,Void,0.1092,4742455855.618501,21.29051486816328,117.76523480486222,167.21236312828256,-0.0939940305944857,6.599632435869441,11.989445024360585,0.0080183567215546,0.5818064964563107,11.780879021761043,0.2676674563111064,0.0734987625970136,0.1697035728379976,0
Elliptical,Rising,Cluster,0.1352,49729987527.29027,20.169928843540667,62.842473322153296,209.59260327813985,0.129345578662233,10.603326561578545,8.882105856675134,0.0372222897639382,0.1553925334087004,11.628360851100089,0.174438110395662,1.0228278573754137,-0.0630386846550352,1
Irregular,Flat,Void,0.1039,125537018311.95824,22.632848769582512,137.14344662846327,187.76138611925057,-0.0641674298979591,5.986553614607985,9.876102906121044,0.0387696199373307,0.3282080590468158,6.631457662176964,-0.2890723759649598,0.0319618244360364,0.0832604580107017,1
Lenticular,Declining,Group,0.1465,15728925823.710646,22.300165698497494,109.23891358753916,131.270665197093,-0.0096390840859587,6.567193120000463,9.711252801752662,0.0168864895274122,0.2548891078447411,5.60008498488352,0.2722543711127575,0.5213700989992837,0.0631768625496339,0
Lenticular,Rising,Void,0.1065,151838140022.40802,21.470036593662943,141.2265970210988,116.34445122664545,-0.0618178170918745,5.601990607025079,7.909857212885532,0.0239158309109013,0.0595377582985438,5.191266606238287,-0.0478661153258419,0.040177696963316,-0.0809908767889109,0
Lenticular,Flat,Group,0.044,3732755489.644365,20.70430793962696,137.66960858323625,232.9414000638717,-0.0561991466996882,9.02794159758441,11.655203836454382,0.0379589573199446,0.3862640785914873,6.161424456266,-0.4560224380342522,0.4795488111615404,0.0923924905722111,1
Dwarf,Flat,Cluster,0.0391,6332910955.217957,24.450245059694826,95.66943913824645,217.1742118738498,-0.0940945855442703,11.473907157696647,11.62562251394591,0.0055640330804994,0.423006351166917,7.287110806260125,-0.1637765736507976,0.9750745498931588,0.2793738258078558,0
Irregular,Rising,Cluster,0.1003,21214704122.63455,19.67711041938533,145.3137905769682,206.3322534323019,0.1793357288431285,7.447661203648507,11.483886737263916,0.0133047135374171,0.4712336592552082,3.459461018917845,-0.2681642477666751,1.011652248705602,0.0707550997593945,1
Dwarf,Rising,Void,0.1017,16391475806.584986,19.33754166439482,100.08379669460405,216.24391153762764,0.1044821676110158,4.186252520262791,13.842414134794112,0.0502680707222396,0.6628761615626924,10.725898428196428,-0.5024489061424601,0.1108895567080334,0.0849534568606006,1
Irregular,Declining,Void,0.079,11652880880.277843,21.38519162712077,102.68472507276115,162.8648511484979,0.0820301126728223,4.751879533139553,13.623362003090758,0.0244896157430497,0.1021315985470108,3.912720611141465,-0.1467308122511965,0.0,0.1008232467301061,0
Spiral,Declining,Void,0.0795,29298059685.7188,21.13873374280073,98.70914373514488,211.03954146650864,-0.1738639930403943,9.18379826411162,9.06263827537716,0.0030617587294484,0.2213461691187118,6.200121617070496,0.1158038257285704,0.0259850408262749,-0.219146491103271,1
Spiral,Flat,Field,0.0631,13667993735.807829,23.03661543665613,165.23897711225084,352.31033389905605,-0.0312676479821098,13.532349240182809,10.932630796085446,0.0217592344036057,0.3603872739605124,9.495610060883225,-0.114433600398432,0.2081333276890139,0.0690337009809433,1
Irregular,Declining,Field,0.0531,16615471433.516184,22.404563036925342,108.77710447782556,270.47402724482856,0.0437547321828013,9.181174997943192,8.440998276854469,0.0353215338840241,0.1475551148252161,4.9746663692713335,0.0545880469429797,0.2878429875609325,-0.1525139362257791,1
Dwarf,Flat,Void,0.0955,34610871518.34656,21.54133582177485,174.89772722257007,182.69549294240977,0.1288050225475831,6.839310348046242,10.05838829028639,0.0181979940599287,0.123951707159515,6.71092501464409,-0.7933973777570731,0.0715845899004639,-0.0884830411046699,0
Elliptical,Declining,Field,0.1124,11647468880.038086,22.20047289594726,191.3393948074744,168.59769517392562,-0.2668676233363029,10.298551900550851,8.500626377202838,0.0226442872578663,0.5520242424754094,3.426294419026764,-0.1758333252128757,0.1593647523384115,0.3242912671782754,1
Spiral,Flat,Void,0.1222,22232634039.70529,22.17503204754952,90.45123452582204,40.0,0.0476694010946492,7.281504093239761,14.050175772840127,0.0144137816811126,0.6766096432119961,0.5,-0.0920075194276428,0.0038051180614928,-0.0379892414488215,0
Spiral,Declining,Cluster,0.0469,11946219131.489191,24.44497940825473,20.0,264.1216491790819,-0.1719875288006615,6.865144347907381,10.909245375857408,0.0046299718965542,0.0980183739508971,6.923247796703504,-0.2812917348698603,1.0492547548064133,-0.111026115644134,0
Elliptical,Declining,Group,0.1288,6268877618.901061,21.854708746693607,161.7803817308509,247.19632122648875,0.0863951442206068,5.124622682914209,9.454927179738943,0.0212289088269546,0.3101118715851202,10.568401327717138,0.0489120463862963,0.4843184146799195,0.1728873868352088,0
Lenticular,Declining,Field,0.0461,60513334858.67452,20.54649201424871,106.32112410559436,167.3703218434105,0.2290757478336257,12.225346532739067,12.984046429640944,0.0179527965235932,0.4450059852956288,9.318378696837062,0.0864720333466272,0.1384545045919251,-0.1421515504263565,0
Irregular,Flat,Field,0.0464,179430893771.32562,21.77790153975949,85.35254347472033,114.09753902737236,-0.3917877218426258,1.0,4.573461475511471,0.0196386462170354,0.3901576254343423,8.403472842297383,-0.3007909979882223,0.2506901382249968,-0.0671128716284515,0
Lenticular,Declining,Void,0.1211,85562998854.87755,18.0,96.45127575388128,130.68395340861645,-0.1483922228839679,10.393577600837808,4.964743512836776,0.0147760906963285,0.1523106899572506,1.223855827670743,-0.2838357062341576,0.0654092299080555,0.187357825197925,1
Lenticular,Declining,Field,0.1454,36800866194.496284,21.45429344201149,103.40744714535884,226.66387174876536,-0.0104343881601226,6.608765186607389,11.989596638049434,0.0046799367206878,0.5390743801278153,9.804798408856731,-0.0725694291054357,0.1402926309236971,0.0064151347961939,0
Lenticular,Declining,Cluster,0.1399,12001506885.595585,23.03017545954838,171.8877236277496,194.6395559802492,-0.050576637947947,6.768977805645162,10.15117112029342,0.0018220425039737,0.2629411112279303,3.42830429961357,-0.6315802304800024,0.9329836272075352,-0.2342395567689794,0
Lenticular,Flat,Field,0.0176,18052636517.970062,22.34305776641859,126.39644957270058,241.49552105643687,0.1409476377251503,13.076945468353436,10.626115750651902,0.0096396508958806,0.0904318711821589,8.588340802156832,0.1518941091828523,0.0916180704559943,0.0815984421483928,1
Elliptical,Rising,Group,0.044,84822414419.55937,21.917978461103942,171.34394520432542,205.186588302091,0.0918596628176039,5.857606723399845,6.684009741703628,0.0328887817111409,0.156186701297044,8.644863069571597,0.1325343621463163,0.4688811507019858,-0.0594698823069763,0
Lenticular,Flat,Field,0.1142,1816588734.0267932,22.40893481779869,139.76880477113983,258.0055299269891,-0.0794611504747742,5.959792537914769,9.941915722874084,0.0234960544059011,0.4959148692636568,13.5,-0.0767355498893541,0.2152289711525661,0.2309777229795367,0
Lenticular,Declining,Cluster,0.1211,16533693703.5049,23.044559162828804,107.63077104198062,222.1745084235348,-0.2030496870814356,7.608817283241409,15.008773526003356,0.0189624000583011,0.4696693592683283,5.228952997260304,-0.23482960112493,1.048027681480331,-0.09092804214512,0
Dwarf,Declining,Field,0.0761,58486813399.71582,23.495326770217464,104.38571187162972,249.72772280964085,-0.2282801259651217,9.241542157436715,12.060499049489655,0.0044034777639276,0.480300877122264,5.777908559321883,-0.2277339454040054,0.2212471541129073,0.1576838960588889,0
Spiral,Declining,Cluster,0.0034,6774227989.331853,22.12643826040524,142.46435002998405,74.61899534468375,-0.1614124700236255,6.674432653121392,10.424266362857033,0.0143912760071868,0.2334664314889722,7.474909254338643,-0.1403547725231533,0.9347586180650588,0.2663547048548571,0
Elliptical,Flat,Void,0.0758,40897253373.7489,21.05744399168223,152.81702517330834,125.9392657701524,-0.0847646979084382,3.2784232083923435,8.902365224737656,0.0310573633753581,0.0546502243551971,9.27245520078051,0.4065336836762029,0.0358147028968066,-0.1276414835717355,1
Dwarf,Flat,Cluster,0.0056,38769895943.42586,18.261069213216317,159.87170742803477,178.13889980674236,0.0575628576811672,5.402905457354704,9.013567870326517,0.0275717564372823,0.2468183523534199,4.008495543633355,-0.8277279695484767,1.071468762929631,-0.0289819531137289,1
